;Name;Acceleration;Aggression;Agility;Balance;Ball control;Composure;Crossing;Curve;Dribbling;Finishing;Free kick accuracy;GK diving;GK handling;GK kicking;GK positioning;GK reflexes;Heading accuracy;Interceptions;Jumping;Long passing;Long shots;Marking;Penalties;Positioning;Reactions;Short passing;Shot power;Sliding tackle;Sprint speed;Stamina;Standing tackle;Strength;Vision;Volleys;Role;Preferred
7899;Ricardo Nunes;78;53;70;73;65;70;70;71;62;45;67;14;10;11;14;7;43;65;68;65;63;59;59;64;57;59;64;65;77;75;68;65;54;39;OB;LB
7900;S. Becker;90;53;74;73;65;62;61;62;71;57;43;6;14;15;16;13;42;31;70;52;58;27;64;60;64;60;74;33;92;72;32;70;54;57;UT;LW
7901;A. Ivan;77;64;79;68;64;66;55;64;70;68;58;10;11;13;9;7;65;40;62;54;65;42;63;65;70;61;73;39;74;70;43;67;63;63;UT;ST
7902;Fabio;61;73;41;48;35;57;25;27;25;17;28;9;6;13;9;6;70;65;79;33;22;65;34;24;66;45;33;64;62;74;68;81;33;29;OB;CB
7903;T. Høiland;79;86;65;75;66;60;55;60;67;65;40;15;13;16;8;13;56;24;64;43;61;43;60;62;61;59;73;25;83;74;39;71;40;55;UT;ST
7904;W. Domoraud;82;70;80;82;63;57;64;62;65;65;56;13;16;8;15;10;53;29;76;62;63;11;53;58;55;64;79;18;84;79;11;80;59;66;OB;CA
7905;W. Thomas;76;82;82;79;62;57;36;45;59;67;37;5;7;7;6;7;65;29;81;42;60;15;63;63;67;53;68;19;84;81;17;76;44;59;UT;ST
7906;J. Graham;82;43;75;75;68;60;72;74;77;57;71;7;15;14;14;13;34;23;56;46;57;21;58;57;53;56;68;24;84;65;23;42;63;54;ZA;RM
7907;L. Payares;53;74;47;47;49;56;22;29;34;17;26;16;13;10;12;11;69;63;68;49;23;68;39;39;58;52;43;62;54;70;68;79;34;30;OB;LB
7908;Nazario Serpe;58;67;56;68;45;63;55;26;33;34;49;16;14;15;18;15;45;75;72;54;40;75;55;24;68;70;52;71;52;64;71;68;62;22;OB;CB
7909;A. Paolucci;70;46;73;72;70;69;58;36;66;55;54;10;13;12;6;11;63;54;61;69;56;52;61;62;57;72;66;58;73;75;59;65;66;64;OB;CM
7910;T. Bishop;72;50;81;80;72;69;66;62;71;62;57;11;10;13;7;8;41;55;52;68;54;49;51;63;62;72;60;54;74;67;52;59;67;51;OB;CM
7911;Jorge Pombo;61;68;54;73;67;59;65;58;62;67;69;12;13;8;8;10;63;52;64;72;72;44;62;65;63;74;80;55;60;74;61;78;62;57;ZA;RM
7912;L. Goujon;61;55;51;70;71;71;54;34;65;41;29;12;11;9;12;14;61;68;79;67;54;64;42;68;59;72;52;63;61;70;66;61;59;42;OB;CD
7913;C. Baird;50;76;57;71;65;70;67;44;57;43;61;13;10;8;6;14;71;74;71;68;50;72;53;38;71;72;72;73;52;34;73;71;65;50;OB;CD
7914;K. Nakamachi;59;73;83;74;67;72;43;39;44;42;35;11;10;12;12;10;42;68;61;61;49;65;39;53;60;68;57;64;57;72;62;72;54;44;OB;CM
7915;F. Kaplan;48;40;37;54;22;25;18;14;14;15;13;65;67;64;69;67;14;28;62;23;13;20;9;19;62;25;19;25;44;25;15;70;36;21;OB;GK
7916;D. Fry;66;61;38;68;58;64;24;28;30;25;22;10;8;12;14;7;69;66;76;43;25;66;36;27;65;52;40;67;66;64;70;67;56;26;OB;CB
7917;Breno Laranjeiro;68;40;63;61;71;64;68;67;65;58;58;7;16;7;8;14;63;51;59;56;52;48;63;62;61;70;53;38;73;59;51;52;70;61;UT;ST
7918;V. Andriuškevičius;60;72;63;59;66;50;66;64;67;31;63;9;11;14;16;11;65;67;70;71;48;67;34;42;62;68;61;63;70;73;66;82;38;26;OB;LB
7919;M. Angha;69;69;65;51;66;64;65;55;62;30;33;8;13;9;15;13;67;55;68;52;36;64;38;54;59;62;45;65;75;74;66;82;35;33;OB;RB
7920;I. Shevchenko;65;69;71;69;66;65;37;54;68;64;53;12;7;14;12;15;67;38;69;50;62;43;57;68;60;51;70;32;75;77;26;68;64;58;ZA;RM
7921;J. Wicks;34;37;22;45;34;44;19;10;12;13;33;69;67;61;61;70;29;18;67;73;22;15;24;12;65;52;32;33;31;31;12;84;42;26;OB;GK
7922;G. Gudiño;73;64;72;73;62;56;57;62;66;71;52;11;7;8;7;8;55;52;69;66;55;50;60;54;58;69;66;62;76;80;59;42;67;54;ZA;RM
7923;J. Leutwiler;46;29;59;36;42;53;16;11;13;11;11;67;64;65;68;69;14;12;65;44;13;11;36;14;58;41;49;11;50;41;11;64;47;11;OB;GK
7924;P. Martinez;68;71;68;64;59;58;65;42;52;34;48;11;14;15;12;16;67;58;67;57;52;64;43;29;72;62;51;67;68;73;69;69;43;39;OB;LB
7925;Marcos Valente;53;56;33;32;52;68;33;29;48;28;27;12;14;5;14;7;60;67;65;42;27;65;43;26;58;62;46;67;55;61;68;91;31;35;OB;CD
7926;D. Amoo;93;48;90;81;66;63;60;51;67;62;44;15;16;16;8;9;61;31;62;56;56;43;60;62;50;59;62;36;93;71;41;75;58;53;ZA;RM
7927;A. Tanaka;78;60;84;89;64;67;60;54;65;63;62;13;12;13;9;15;52;52;71;60;72;52;46;64;58;64;75;54;80;77;58;43;64;56;OB;CA
7928;A. Linde;48;18;30;32;18;35;16;13;20;13;12;69;63;63;66;69;12;22;60;18;19;18;23;15;60;22;21;11;49;25;14;70;46;12;OB;GK
7929;M. Hallberg;62;65;73;73;65;66;59;65;61;48;65;15;8;8;8;6;55;63;56;67;75;47;41;59;69;67;75;55;72;79;57;65;69;72;ZA;LM
7930;Carlos Blanco;47;63;52;64;61;58;26;40;47;13;30;4;5;6;4;5;70;62;74;70;68;67;38;20;53;63;70;65;53;58;68;73;54;45;OB;CB
7931;Santamaría;48;36;49;60;15;36;15;30;12;20;20;69;72;65;67;59;20;22;72;11;12;14;16;13;62;17;25;11;46;40;15;62;38;17;OB;GK
7932;Jefferson Santos;60;60;56;42;61;58;46;41;59;36;48;10;9;12;7;14;56;73;67;61;38;48;48;39;68;74;56;67;48;68;71;88;45;34;OB;CD
7933;S. Scannell;82;66;77;78;68;64;63;53;70;64;58;15;8;12;15;7;56;45;49;52;62;39;56;66;58;60;61;37;84;66;39;78;59;63;ZA;RM
7934;G. Rizzo;74;77;71;71;65;68;58;46;57;43;56;15;11;9;6;9;63;68;79;64;61;57;51;60;71;67;70;65;74;92;66;78;61;51;OB;CD
7935;B. Perea;68;34;48;42;72;63;60;62;69;63;59;13;6;7;6;8;70;15;69;47;59;16;62;62;68;65;60;30;74;58;32;71;56;66;UT;ST
7936;L. Broź;58;71;69;80;70;59;67;65;65;53;56;15;9;7;14;8;59;65;63;58;59;67;60;64;57;67;64;69;64;74;67;59;62;37;OB;RB
7937;V. Rykov;44;51;44;34;48;60;27;29;26;27;75;13;13;11;12;14;69;70;66;40;70;64;54;28;59;47;80;63;43;76;74;84;32;21;OB;CB
7938;O. Zelenika;33;20;29;24;15;18;16;18;16;12;13;70;72;74;58;69;13;21;43;18;13;13;19;17;54;20;14;14;31;31;19;56;18;15;OB;GK
7939;D. Diaw;71;70;70;35;48;59;31;27;30;17;30;14;8;6;6;12;65;65;78;29;25;65;33;53;64;31;35;67;72;70;69;84;39;40;OB;CB
7940;F. Gaibor;66;58;66;69;69;56;61;50;62;59;54;11;14;14;11;9;62;63;63;71;59;54;64;49;66;72;70;62;64;73;62;60;60;58;OB;CA
7941;B. Fernandez;34;31;30;20;19;23;15;14;13;14;15;67;63;59;62;72;11;25;56;22;15;14;31;15;66;23;26;14;25;28;14;32;17;15;OB;GK
7942;J. Navrátil;88;31;85;76;70;62;60;57;68;66;47;6;12;9;15;13;51;42;40;50;61;45;53;63;53;63;55;43;89;70;47;64;51;60;UT;LW
7943;M. Balanta;78;50;74;65;64;64;65;26;67;62;28;12;16;9;7;12;63;16;58;59;52;22;56;62;63;62;61;18;77;73;25;70;66;48;OB;CA
7944;M. Musalov;78;63;71;72;64;56;64;45;70;53;35;6;15;8;12;7;61;62;71;56;27;66;42;58;59;58;40;72;76;57;71;57;52;37;ZA;LM
7945;M. Gori;69;56;73;72;70;59;47;49;64;45;40;15;11;11;13;5;52;68;48;70;57;58;41;65;61;69;52;58;52;75;65;61;62;42;OB;CM
7946;A. Jackson-Hamel;77;72;58;63;59;62;29;41;55;66;30;11;7;12;16;7;66;18;76;36;55;17;50;69;62;57;73;16;82;59;24;76;59;59;UT;ST
7947;J. Lozano;48;56;49;72;44;55;31;26;38;29;29;13;6;8;6;12;72;69;51;28;24;69;64;35;70;32;40;60;52;47;69;87;35;23;OB;CB
7948;H. Forrester;75;72;77;82;66;62;59;51;70;59;62;15;8;10;13;8;55;45;75;60;65;36;57;61;62;69;68;27;76;72;29;63;66;58;ZA;RM
7949;D. Orlishausen;33;36;35;30;19;51;11;8;11;6;16;65;66;61;70;66;8;13;57;23;13;15;22;9;67;24;18;16;32;36;15;72;33;11;OB;GK
7950;L. Paganini;72;30;73;70;69;58;63;54;68;40;42;7;7;10;11;7;32;25;34;65;65;14;55;63;69;68;64;14;76;73;18;57;68;40;UT;RW
7951;K. Hemmings;73;27;67;51;64;68;32;37;64;70;32;13;8;8;12;15;67;30;57;43;61;12;63;68;55;57;68;19;71;73;17;74;58;44;UT;ST
7952;Iñaki Sáenz;79;79;70;73;65;60;67;65;66;53;67;8;8;12;12;8;52;64;66;55;55;59;46;56;63;65;61;62;75;83;63;74;59;30;ZA;LM
7953;R. Crivello;72;58;57;57;63;70;67;31;54;29;32;6;11;7;13;9;57;63;58;54;38;68;37;23;61;59;50;69;71;75;68;60;25;30;ZA;LM
7954;R. Niemeijer;72;58;69;56;71;62;51;45;66;60;42;8;11;5;5;10;47;47;56;63;53;35;62;63;58;74;65;51;69;61;50;50;66;60;OB;CM
7955;I. Sackey;55;72;55;43;65;59;44;41;64;48;46;14;10;8;12;7;70;65;68;62;78;63;52;38;58;69;79;64;51;68;65;89;54;32;OB;CB
7956;J. Cabrera;77;58;66;90;58;59;66;57;73;51;43;14;13;12;6;10;37;31;57;65;62;34;63;63;61;71;65;46;82;64;33;45;54;50;ZA;RM
7957;E. Audero;55;24;53;51;18;45;13;12;19;16;12;72;64;60;60;76;19;11;65;19;19;8;22;9;51;29;23;10;49;25;10;55;30;18;OB;GK
7958;L. Załuska;54;22;43;46;23;63;33;12;33;21;21;62;66;67;68;65;14;22;77;38;15;30;45;15;70;42;19;25;41;28;34;72;19;12;OB;GK
7959;N. Byrne;90;62;75;77;62;55;69;49;67;50;33;8;8;7;10;11;56;56;66;56;53;59;42;50;63;66;56;63;82;78;65;56;52;41;ZA;RM
7960;Moon Seon Min;83;28;90;84;64;52;57;61;71;59;49;8;14;7;9;11;39;24;73;57;53;20;52;67;57;65;54;27;75;70;22;51;59;51;ZA;RM
7961;P. Malong;71;60;67;68;67;52;49;42;64;63;40;11;13;5;8;9;54;63;68;65;66;53;57;62;68;67;63;55;71;71;59;69;65;44;OB;CM
7962;Kim Tae Hwan;90;65;89;72;70;65;61;52;76;50;50;12;10;16;9;11;56;60;76;60;48;62;56;62;61;65;62;61;90;69;60;71;62;53;ZA;RM
7963;R. Philp;78;73;68;68;63;60;65;58;67;34;49;7;12;16;13;12;48;62;64;58;37;67;43;50;66;64;59;66;75;73;67;68;49;31;OB;RB
7964;J. Domínguez;76;75;80;74;67;63;62;76;67;32;73;16;8;10;15;8;57;67;86;68;59;62;66;59;71;67;67;69;70;79;63;62;63;21;OB;LB
7965;M. Mittelstädt;77;66;74;74;66;55;69;52;67;39;41;13;10;7;13;13;57;63;72;63;44;59;42;54;61;66;49;65;72;66;67;52;49;34;OB;LB
7966;D. Vergara;73;42;78;66;64;63;53;41;71;67;27;9;6;9;7;13;42;38;54;49;61;16;61;70;65;56;55;17;71;89;12;65;67;52;ZA;LM
7967;T. Leugers;70;70;67;56;65;48;66;65;63;41;63;11;15;15;11;12;53;63;80;70;62;65;58;61;67;68;65;66;65;73;63;64;46;45;OB;CM
7968;Y. Nakazawa;32;74;37;50;63;60;60;51;40;40;35;10;9;7;9;8;77;62;54;63;21;68;31;21;54;62;68;69;32;34;66;71;66;47;OB;CB
7969;G. Munari;37;77;70;39;66;71;69;65;62;61;46;11;6;15;12;13;74;66;74;65;74;56;46;65;65;68;74;61;34;70;61;86;66;71;OB;CD
7970;S. Canildo;61;63;53;58;50;57;51;38;48;42;32;7;15;12;11;9;71;66;74;59;45;62;41;40;68;60;61;68;62;74;65;75;35;48;OB;CB
7971;M. Inoha;57;84;72;63;47;52;47;40;42;46;49;16;7;14;6;6;63;68;90;65;48;60;44;33;67;61;43;61;52;69;63;74;51;52;OB;CD
7972;Lee Seung Gi;75;57;70;70;66;68;66;70;64;61;72;8;13;13;7;11;57;59;52;66;64;55;66;68;64;68;62;44;70;71;45;67;73;59;OB;CM
7973;B. Uphoff;36;15;29;34;22;23;11;7;10;8;11;65;65;67;65;69;12;12;63;22;7;9;24;10;62;36;20;13;40;23;11;64;26;9;OB;GK
7974;Wu Xi;71;55;55;61;73;55;54;63;69;67;54;8;9;10;14;6;53;62;59;66;75;62;62;62;66;69;72;68;66;65;67;54;73;64;OB;CM
7975;G. Åsen;68;57;71;69;68;62;65;61;67;63;68;7;12;15;7;13;61;63;58;63;68;52;63;68;64;68;71;33;53;76;43;68;68;71;OB;CA
7976;B. Evans;64;66;65;65;69;67;60;67;63;60;59;8;13;15;14;9;68;66;65;68;66;67;70;66;68;69;75;65;63;65;65;66;67;60;OB;CM
7977;L. Isgrove;88;51;79;79;66;52;62;53;68;52;43;9;11;7;12;9;46;24;73;56;47;34;49;61;60;59;52;16;87;70;40;58;60;47;ZA;LM
7978;M. Lampson;48;35;39;43;38;30;18;13;13;17;17;67;66;68;67;69;22;27;60;38;14;14;16;20;59;33;20;14;43;23;11;77;53;15;OB;GK
7979;S. Dioudis;40;18;36;59;24;27;13;19;13;13;19;68;70;62;61;70;15;21;54;23;20;17;28;13;61;26;19;11;45;33;20;52;14;18;OB;GK
7980;M. Schuhen;55;26;47;48;27;41;19;15;22;19;20;69;65;72;65;68;14;18;64;30;13;17;26;17;62;32;30;18;50;40;16;78;42;14;OB;GK
7981;Melvin Regalito;73;60;58;51;65;57;60;61;72;60;59;19;11;11;12;12;58;25;57;55;60;21;53;70;62;64;58;29;59;63;22;62;70;63;OB;CM
7982;L. Akins;79;57;75;68;66;50;65;58;67;66;47;11;12;12;6;11;58;45;71;56;69;43;60;67;54;60;71;48;79;78;49;79;49;52;ZA;RM
7983;M. Taylor;48;77;65;69;70;70;75;77;66;61;79;16;13;16;12;16;65;61;75;69;69;62;67;66;65;67;78;63;45;70;61;72;74;68;ZA;LM
7984;S. Brandstetter;79;66;54;68;63;63;49;57;63;62;48;13;8;14;9;13;62;26;71;42;59;13;59;71;62;58;69;16;75;72;25;77;44;58;UT;ST
7985;G. Claes;68;59;65;74;67;58;67;68;69;63;67;13;13;10;9;8;60;52;61;64;66;56;59;67;68;65;69;55;65;66;59;65;62;62;ZA;RM
7986;J. Valencia;70;60;68;61;68;57;26;38;64;64;32;10;7;16;14;7;65;21;72;31;58;16;64;64;65;59;68;17;69;68;18;80;40;58;UT;ST
7987;R. Seuntjens;46;60;38;50;68;69;45;42;51;69;39;11;10;13;6;5;75;35;62;55;58;35;61;73;63;66;68;32;42;68;45;83;60;45;OB;CM
7988;R. Miyaichi;91;22;91;70;71;57;64;61;73;54;48;14;14;12;14;14;29;25;58;48;41;22;62;63;65;54;63;21;93;34;28;34;59;51;ZA;LM
7989;C. Bickel;78;51;77;81;66;59;68;72;67;58;70;15;8;12;7;15;52;28;73;55;65;24;53;61;63;66;70;29;69;74;28;51;61;56;ZA;RM
7990;Lucas Galvão;77;64;70;68;63;62;60;45;64;45;39;7;6;5;15;10;60;65;58;62;47;65;48;56;59;63;56;67;73;71;68;73;59;51;ZA;LM
7991;J. Horn;67;75;58;62;60;63;42;24;22;17;25;7;9;16;7;6;65;64;80;61;32;62;25;36;65;63;54;63;70;73;63;75;45;24;OB;CB
7992;Pedrildo Rocha;71;44;72;74;71;67;68;65;77;61;66;15;8;18;11;7;41;43;61;51;62;33;67;66;71;56;63;32;73;66;33;71;61;64;ZA;LM
7993;Álex Gallar;70;39;68;72;63;62;69;76;71;68;80;16;13;9;15;7;55;27;61;65;69;19;71;64;51;67;67;25;69;67;36;62;61;58;ZA;LM
7994;O. Sow;75;55;71;53;68;70;46;48;71;66;48;10;8;11;11;12;61;25;59;49;64;21;62;63;52;63;70;21;86;65;17;80;59;47;UT;ST
7995;R. Habran;87;68;81;69;67;59;61;54;69;60;66;14;9;13;15;11;59;33;55;57;54;42;59;62;58;64;59;38;87;69;41;72;56;70;UT;RW
7996;Wilsson Rosito;78;44;81;77;72;62;73;77;71;45;75;9;8;7;9;7;55;44;56;76;61;31;67;67;59;66;72;22;67;62;22;61;58;47;ZA;LM
7997;V. van Crooij;79;55;77;65;68;65;66;65;71;64;51;12;14;9;14;12;42;33;42;52;65;23;64;62;56;65;66;28;78;83;33;58;63;43;UT;LW
7998;C. Louvion;40;71;40;55;55;66;61;31;36;45;43;7;10;8;7;7;65;58;78;60;54;68;50;28;56;61;53;64;36;75;67;81;56;34;OB;CD
7999;A. Zito;75;59;81;64;72;69;68;71;68;44;61;6;9;7;11;14;40;54;90;63;65;46;56;63;69;65;65;55;83;82;52;81;65;64;ZA;LM
8000;T. Boyd;53;73;54;55;61;62;32;43;54;69;38;14;10;13;15;10;79;25;76;35;65;20;58;65;64;57;76;22;52;48;29;83;41;70;UT;ST
8001;F. Al Qarni;42;24;50;52;17;35;11;20;13;16;14;67;63;66;66;70;14;18;58;39;12;14;23;16;62;29;15;13;46;31;14;52;21;13;OB;GK
8002;Bardají;52;23;69;47;11;29;12;11;15;19;12;70;68;61;58;67;13;16;57;22;16;16;23;20;67;36;25;15;56;45;13;64;31;14;OB;GK
8003;B. Barry;75;40;80;74;71;47;61;60;72;57;49;14;11;14;8;10;39;41;64;56;53;34;53;61;61;68;48;40;69;53;41;48;62;54;ZA;RM
8004;J. Vachoux;42;19;39;41;20;23;12;14;16;19;10;69;63;65;66;69;17;23;38;18;17;15;23;18;65;22;24;10;45;32;15;28;34;10;OB;GK
8005;D. Bergamelli;55;69;64;57;51;67;41;34;41;32;16;10;16;10;14;16;63;61;82;47;21;67;50;31;65;49;53;65;68;61;69;79;51;32;OB;CB
8006;P. Huspek;90;58;84;83;69;49;64;64;68;57;50;15;16;14;9;7;41;23;76;58;59;28;58;55;52;62;65;21;87;82;23;42;51;49;UT;RW
8007;Bruno Monteiro;54;67;65;72;70;70;53;69;65;52;48;12;9;15;13;16;56;64;68;64;62;56;54;57;71;70;64;49;66;70;61;62;64;52;OB;CM
8008;M. Możdżeń;76;81;76;70;64;65;66;64;62;61;70;14;16;12;16;9;49;50;71;64;58;67;53;62;72;66;70;71;77;82;69;65;66;69;OB;CM
8009;K. Lala;75;72;65;70;66;59;65;37;63;37;39;14;6;7;6;15;47;63;70;58;28;63;46;45;62;62;50;67;78;70;65;64;43;36;OB;LB
8010;D. Valencia;54;67;59;60;37;30;29;29;28;24;30;15;13;15;12;15;70;79;71;42;23;63;35;29;60;49;32;60;58;60;64;77;35;23;OB;CB
8011;M. Carrasco;77;35;75;79;65;58;74;64;66;62;62;14;13;13;8;15;56;13;57;58;66;17;62;64;62;63;65;20;79;63;18;60;65;66;UT;RW
8012;M. Hofmann;66;64;65;67;56;60;34;38;35;35;30;14;13;9;15;9;65;61;81;61;41;73;37;61;53;63;44;71;68;75;68;62;37;31;OB;CB
8013;J. Ibarra;64;60;76;75;67;64;65;53;66;35;48;14;6;10;11;16;36;63;80;68;63;60;66;52;67;68;63;55;66;77;61;62;68;39;OB;CD
8014;Alcatraz;74;73;65;68;71;65;75;79;68;55;77;7;9;8;9;11;61;57;70;65;67;58;61;59;59;72;74;63;76;81;58;74;63;48;OB;RB
8015;J. Watts;60;72;56;61;64;63;49;54;55;49;49;11;14;12;13;12;61;67;52;67;46;69;50;47;68;68;62;64;57;65;66;69;50;48;OB;CD
8016;C. Kronberg;77;59;70;70;66;63;61;69;66;62;58;7;12;6;13;9;54;63;77;61;56;61;56;55;57;63;69;63;76;86;64;66;56;59;UT;RW
8017;E. Acorada;64;57;59;55;51;61;58;53;56;40;56;12;15;16;8;8;69;59;62;54;47;71;47;48;60;65;59;66;56;58;68;76;49;44;OB;CB
8018;J. Skarz;66;58;64;63;57;54;61;62;57;32;57;6;11;9;12;6;62;63;71;56;33;67;45;49;62;59;43;67;68;84;69;72;48;41;OB;CB
8019;Ricardo Ferreira;46;22;44;42;25;51;13;14;11;11;17;68;66;61;65;68;13;17;63;24;11;12;13;13;62;32;34;10;38;38;12;64;40;19;OB;GK
8020;M. Sax;72;59;70;71;66;56;65;56;67;61;43;12;16;15;16;11;58;32;84;57;49;18;44;71;67;63;58;21;75;65;15;59;67;46;ZA;RM
8021;L. Olum;51;74;56;44;60;50;47;39;48;49;32;10;7;10;12;6;67;64;64;62;48;64;37;48;57;63;55;63;50;66;65;82;50;50;OB;CD
8022;Kauã Zanson;63;73;53;61;56;72;57;72;64;40;62;8;9;11;8;10;67;69;77;30;50;63;46;42;71;43;50;72;71;50;70;55;56;44;OB;RB
8023;Dersan Dinis;76;58;58;45;68;64;42;55;71;52;50;8;16;12;14;9;69;51;69;64;60;55;41;73;75;63;55;60;80;63;51;75;62;54;OB;CA
8024;Aurélio Buta;81;61;75;82;66;59;62;45;66;41;29;9;5;13;9;10;43;69;60;38;54;60;30;58;71;54;72;65;84;65;62;56;32;41;OB;RB
8025;A. Devaux;42;63;67;63;74;71;70;64;62;58;66;16;8;12;13;15;66;65;72;72;65;54;70;48;48;73;70;61;51;77;65;69;63;59;OB;CD
8026;J. Meekings;71;65;60;50;52;45;25;25;46;34;25;6;10;10;16;13;66;62;83;44;25;67;38;29;51;55;34;65;78;71;68;82;29;25;OB;RB
8027;A. Popa;83;41;83;79;67;61;61;58;68;59;58;11;12;13;7;15;41;55;60;63;58;42;52;65;71;63;61;40;77;79;41;64;65;56;UT;LW
8028;Jung Woo Jae;71;63;71;73;65;59;66;38;69;57;34;12;6;15;11;13;58;66;59;61;69;64;45;65;63;67;68;56;75;73;63;63;54;40;ZA;LM
8029;A. Khagush;66;63;62;69;58;65;67;45;67;31;59;10;14;8;13;9;62;59;82;60;27;65;21;43;63;62;46;65;71;82;66;63;46;18;ZA;RM
8030;S. Grandsir;84;62;78;89;61;51;72;42;67;55;40;12;13;7;11;5;58;45;60;67;52;41;50;57;60;71;67;47;81;60;39;57;62;55;ZA;RM
8031;B. Mitrev;22;21;24;53;18;20;11;13;16;15;24;60;69;73;66;68;19;17;32;21;15;13;20;19;65;23;23;11;19;29;14;24;31;13;OB;GK
8032;B. Ogbeche;56;76;61;70;64;68;48;66;61;73;61;9;7;15;9;10;57;39;76;64;54;24;68;73;63;48;75;19;65;55;23;76;46;63;UT;ST
8033;R. Maiello;75;60;81;75;74;69;53;55;66;56;58;11;11;5;11;12;54;54;74;68;61;43;60;60;65;72;64;50;69;71;50;63;65;40;OB;CD
8034;M. Breuer;30;71;31;52;48;74;53;46;35;27;23;9;9;14;14;10;74;66;59;51;39;70;63;48;60;58;62;63;32;44;64;77;46;27;OB;CB
8035;A. Jacobsen;84;29;77;74;68;63;22;53;66;65;50;7;7;7;9;6;60;31;76;60;64;12;62;63;60;66;70;23;80;66;20;61;53;59;UT;ST
8036;M. Aramu;72;40;75;73;73;60;66;68;73;50;71;8;6;12;7;15;53;38;56;60;65;24;58;65;60;70;70;38;76;70;38;58;59;56;UT;ST
8037;Álvaro Bustos;80;57;74;76;70;58;66;66;68;58;49;8;14;14;12;7;52;56;48;62;66;48;58;60;57;68;62;50;77;66;51;52;63;38;UT;RW
8038;L. Dickmann;73;63;65;67;62;64;62;37;60;29;36;7;5;5;13;9;50;65;63;49;45;62;43;53;61;58;43;74;72;70;72;56;40;45;UT;RW
8039;T. Agyepong;89;40;78;83;66;62;58;60;71;47;50;10;6;8;15;15;48;25;60;50;41;38;54;58;61;62;64;43;91;74;29;60;64;53;ZA;RM
8040;K. Pedersen;67;68;56;48;61;58;67;36;63;30;25;6;7;7;15;14;70;59;66;47;39;60;30;49;68;65;49;63;66;78;69;79;44;28;OB;LB
8041;Luis Pérez;82;64;74;72;62;61;62;53;65;37;45;9;10;6;7;13;57;65;74;46;35;66;44;48;64;60;51;67;80;71;63;59;53;29;OB;RB
8042;M. Konrad;58;70;57;56;54;64;53;49;54;54;51;7;14;12;13;15;63;67;71;63;55;67;49;44;64;64;64;65;68;82;69;80;50;55;OB;CB
8043;C. Borja;90;63;78;68;65;45;66;46;63;48;42;13;11;15;12;6;58;59;71;64;52;54;46;58;66;59;45;62;85;78;65;58;62;31;OB;LB
8044;G. Iancu;72;71;63;61;69;49;63;66;66;63;70;6;7;13;13;6;49;26;44;65;68;42;68;68;65;70;67;38;69;60;44;63;70;62;UT;ST
8045;L. Piątek;64;59;75;73;68;60;60;65;65;65;66;16;11;12;16;7;44;63;73;66;70;62;63;57;65;70;71;60;39;91;62;65;65;42;OB;CM
8046;C. Wilk;56;74;70;68;62;65;61;55;51;59;54;10;16;14;15;11;56;75;69;66;52;55;49;53;68;69;62;54;62;55;68;73;65;63;OB;CD
8047;S. Fischer;44;64;53;56;62;67;30;26;51;23;46;8;16;9;13;14;65;62;74;54;44;68;61;21;56;64;61;66;58;68;67;80;35;19;OB;CB
8048;K. Altınay;78;79;77;69;68;65;63;60;67;43;60;7;14;10;14;8;50;68;69;57;52;65;50;63;67;62;62;65;79;72;66;66;58;49;OB;RB
8049;D. Ortiz;55;69;46;55;58;58;27;25;29;25;27;16;9;8;12;10;63;63;74;30;23;71;38;21;69;36;35;66;55;64;72;74;31;29;OB;CB
8050;J. Sambia;76;60;80;70;68;68;68;67;73;64;75;9;11;14;11;16;59;61;79;70;68;56;63;57;65;66;79;58;82;79;63;59;70;61;OB;LB
8051;S. Hofmann;53;64;72;83;71;65;68;77;65;64;72;9;16;12;14;13;57;56;73;69;62;23;78;55;61;71;64;54;40;39;55;63;74;64;ZA;RM
8052;M. Carayol;87;36;79;75;68;61;64;58;74;55;59;7;14;11;16;16;20;28;52;57;69;12;57;65;66;51;70;17;84;59;15;64;62;27;ZA;RM
8053;T. Meißner;45;70;42;56;54;62;32;30;44;31;31;8;9;12;13;9;68;62;69;51;38;66;39;20;61;57;59;62;46;64;66;82;35;38;OB;CB
8054;C. Ramos;62;73;59;59;54;29;43;37;44;34;35;13;13;13;10;11;68;61;68;51;59;64;31;35;57;58;62;69;67;62;72;71;40;29;OB;CB
8055;T. Bunbury;76;72;70;56;66;60;63;66;68;62;58;16;6;16;7;10;60;27;72;55;61;34;67;63;63;63;73;32;78;62;42;76;60;61;UT;RW
8056;K. D'Haene;77;67;83;92;66;60;69;54;69;55;52;7;16;14;12;14;28;64;61;63;58;62;53;63;66;65;60;64;69;70;63;47;58;54;OB;LB
8057;Hugo Álvarez;68;52;66;60;54;66;49;54;47;30;47;15;14;10;13;9;67;65;90;56;37;64;42;34;56;53;44;76;69;63;70;69;33;37;OB;CB
8058;S. Ichazo;45;19;55;50;18;28;18;19;12;17;15;68;63;67;62;71;16;17;69;19;17;19;23;12;68;31;21;13;45;31;16;73;21;18;OB;GK
8059;K. Chiba;56;69;67;57;58;71;41;39;39;31;36;6;10;12;9;12;68;68;81;46;35;68;37;28;58;63;42;59;56;69;62;77;47;35;OB;CB
8060;T. Thelin;66;64;65;65;64;59;62;57;59;58;65;6;11;6;11;10;58;18;70;59;54;15;62;72;68;70;55;17;70;76;25;71;74;45;OB;CA
